"customer_id","last_purchase","frequency","monetary"
12443.0,"2009-12-07",1,485.31
12444.0,"2011-11-18",5,5005.46
12445.0,"2011-11-17",2,434.98
12446.0,"2011-10-13",1,1002.31
12447.0,"2011-04-10",1,476.49
12448.0,"2011-10-26",1,449.45
12449.0,"2011-11-17",6,4835.89
12450.0,"2011-07-06",5,688.20
12451.0,"2011-11-29",8,12669.88
12452.0,"2011-11-23",2,430.57
12453.0,"2011-07-28",1,707.09
12454.0,"2011-10-14",5,16679.78
12455.0,"2011-09-27",10,5879.95
12456.0,"2011-10-26",3,3181.04
12457.0,"2011-10-04",8,2995.91
12458.0,"2011-09-29",4,1777.49
12459.0,"2010-04-13",1,454.36
12460.0,"2010-09-09",1,326.65
12461.0,"2011-09-06",2,826.88
12462.0,"2011-11-21",2,1189.59
12463.0,"2011-10-17",4,1344.78
12464.0,"2011-11-29",8,1212.05
12465.0,"2011-11-22",2,742.19
12466.0,"2010-01-26",1,56.73
12467.0,"2010-10-12",1,132.80
12468.0,"2011-06-05",5,3670.74
12469.0,"2010-07-05",2,3070.54
12470.0,"2010-01-19",1,211.95
12471.0,"2011-12-07",79,39918.19
12472.0,"2011-11-07",19,16249.29
12473.0,"2011-11-10",5,3928.05
12474.0,"2011-11-22",31,12372.75
12475.0,"2011-10-17",2,1149.64
12476.0,"2011-11-24",23,14083.91
12477.0,"2011-11-17",9,20276.37
12478.0,"2011-12-06",1,680.99
12479.0,"2011-11-28",1,527.20
12480.0,"2011-11-11",7,5464.85
12481.0,"2011-11-17",15,12185.51
12482.0,"2010-05-12",29,23691.40
12483.0,"2011-11-22",19,5097.18
12484.0,"2011-11-07",12,6354.10
12485.0,"2010-06-28",1,708.10
12486.0,"2010-10-04",1,1037.28
12487.0,"2009-12-09",1,285.30
12488.0,"2011-11-30",3,1298.66
12489.0,"2011-01-07",1,334.93
12490.0,"2011-12-04",21,9823.64
12491.0,"2011-11-01",1,460.40
12492.0,"2011-10-07",3,715.21
12493.0,"2011-06-27",2,433.74
12494.0,"2011-11-24",9,1815.27
12495.0,"2010-03-09",1,357.40
12496.0,"2010-03-29",2,45.34
12497.0,"2011-09-19",3,6248.50
12498.0,"2011-11-18",3,403.70
12499.0,"2010-05-28",1,393.72
12500.0,"2011-11-16",19,5955.21
12501.0,"2011-01-07",1,2169.39
12502.0,"2011-09-05",5,3723.87
12503.0,"2010-05-04",1,1126.00
12504.0,"2011-11-21",4,779.05
12505.0,"2010-10-27",1,955.20
12506.0,"2011-04-21",1,73.50
12507.0,"2011-07-28",4,1844.06
12508.0,"2011-11-13",2,397.88
12509.0,"2011-02-28",1,176.50
12510.0,"2011-07-20",9,5178.02
12511.0,"2010-10-07",1,3084.02
12512.0,"2011-10-04",2,132.18
12513.0,"2011-08-19",1,612.29
12514.0,"2011-03-17",2,1597.76
12515.0,"2010-12-21",1,383.70
12516.0,"2011-09-23",4,2648.62
12517.0,"2011-11-11",5,2481.60
12518.0,"2011-12-09",5,2056.89
12519.0,"2011-10-07",2,716.54
12520.0,"2011-09-21",5,2634.26
12521.0,"2011-07-20",1,599.68
12522.0,"2011-10-31",2,192.72
12523.0,"2011-11-20",23,4352.35
12524.0,"2011-11-30",17,11126.11
12525.0,"2010-07-29",3,973.73
12526.0,"2011-12-09",3,1316.66
12527.0,"2011-09-19",5,735.51
12528.0,"2011-11-30",6,1933.48
12529.0,"2010-06-29",1,316.48
12530.0,"2011-10-11",9,3759.26
12531.0,"2011-11-25",2,1933.20
12532.0,"2011-11-09",1,349.83
12533.0,"2010-03-22",2,1367.89
12534.0,"2011-08-01",1,1089.18
12535.0,"2011-09-09",2,716.35
12536.0,"2011-10-27",3,12601.83
12537.0,"2010-10-27",1,732.94
12538.0,"2011-11-10",2,640.45
12539.0,"2011-11-17",7,11214.75
12540.0,"2011-11-20",33,22254.49
12541.0,"2011-11-10",3,981.18
12542.0,"2010-08-12",2,481.88
12543.0,"2010-09-17",1,980.25
12544.0,"2011-11-03",1,372.70
12545.0,"2011-09-25",2,1000.39
12546.0,"2011-10-24",2,1161.50
12547.0,"2011-05-26",3,383.58
12548.0,"2011-06-26",1,95.20
12549.0,"2010-05-13",6,1575.68
12550.0,"2011-09-21",1,964.83
12551.0,"2010-12-17",1,168.00
12552.0,"2011-11-01",2,437.82
12553.0,"2011-12-01",12,4608.75
12554.0,"2010-09-17",1,468.50
12555.0,"2010-01-26",1,129.23
12556.0,"2011-10-20",2,599.56
12557.0,"2011-11-23",8,18096.14
12558.0,"2011-12-02",1,269.96
12559.0,"2011-02-02",2,561.71
12560.0,"2011-12-04",3,2134.01
12561.0,"2011-02-10",1,238.85
12562.0,"2011-12-01",9,4966.92
12563.0,"2010-10-27",1,249.24
12564.0,"2011-03-23",1,456.90
12565.0,"2011-02-24",1,145.92
12566.0,"2011-09-14",1,351.65
12567.0,"2011-11-17",15,11767.48
12568.0,"2010-03-05",1,70.00
12569.0,"2011-12-07",32,4124.69
12570.0,"2010-01-26",1,77.52
12571.0,"2011-10-31",2,519.61
12572.0,"2011-12-01",2,1020.42
12573.0,"2011-04-26",5,717.41
12574.0,"2011-01-28",1,218.45
12575.0,"2010-09-08",2,622.82
12576.0,"2011-11-04",8,2142.72
12577.0,"2011-11-04",8,1617.10
12578.0,"2011-11-18",4,4642.45
12579.0,"2011-09-22",1,440.42
12580.0,"2011-04-07",2,1052.90
12581.0,"2011-10-31",1,197.71
12582.0,"2011-04-15",4,1980.40
12583.0,"2011-12-07",27,13591.58
12584.0,"2011-12-06",9,2338.15
12585.0,"2011-04-19",2,2040.10
12586.0,"2011-11-22",4,2062.67
12587.0,"2011-12-02",1,144.00
12588.0,"2011-10-31",4,958.78
12589.0,"2011-11-11",8,4695.66
12590.0,"2011-05-12",2,9864.26
12591.0,"2011-01-26",3,1338.95
12592.0,"2011-09-08",5,2582.66
12593.0,"2011-08-23",3,418.10
12594.0,"2011-11-02",15,5090.11
12595.0,"2010-07-23",1,299.02
12596.0,"2011-10-19",2,618.27
12597.0,"2011-11-20",4,3811.22
12598.0,"2011-11-30",11,4534.09
12599.0,"2011-11-10",13,2296.72
12600.0,"2011-11-11",21,4967.42
12601.0,"2011-06-03",6,681.26
12602.0,"2011-10-12",1,153.12
12603.0,"2011-11-18",1,739.20
12604.0,"2011-09-21",2,254.18
12605.0,"2010-11-28",4,1232.95
12606.0,"2010-01-26",1,21.00
12607.0,"2011-10-10",1,1579.51
12608.0,"2010-10-31",1,415.79
12609.0,"2011-09-22",9,3435.86
12610.0,"2011-11-17",5,2099.54
12611.0,"2011-10-18",1,1193.32
12612.0,"2011-09-26",1,704.04
12613.0,"2011-10-13",10,6817.37
12614.0,"2011-03-07",1,315.60
12615.0,"2011-12-07",8,5740.98
12616.0,"2011-09-05",3,1131.10
12617.0,"2011-11-10",1,352.98
12618.0,"2011-11-18",1,177.31
12619.0,"2011-11-23",10,3781.38
12620.0,"2011-11-25",3,1339.41
12621.0,"2011-12-08",35,24311.20
12622.0,"2011-04-21",1,180.10
12623.0,"2011-03-08",7,3747.84
12624.0,"2011-08-25",2,641.13
12625.0,"2011-05-12",4,5164.88
12626.0,"2011-11-16",9,6620.48
12627.0,"2011-11-29",7,4478.53
12628.0,"2011-12-05",3,786.46
12629.0,"2010-11-19",2,1558.22
12630.0,"2011-11-30",2,1270.88
12631.0,"2011-10-13",6,3481.57
12632.0,"2010-07-07",2,804.88
12633.0,"2011-10-12",7,5678.16
12634.0,"2010-06-22",2,490.00
12635.0,"2011-09-11",4,2930.41
12636.0,"2009-12-01",1,141.00
12637.0,"2011-10-03",12,8283.81
12638.0,"2011-11-06",2,921.49
12639.0,"2011-04-15",3,1312.37
12640.0,"2011-11-16",3,1174.58
12641.0,"2011-08-16",1,185.90
12642.0,"2011-11-14",3,1013.26
12643.0,"2011-08-03",12,8304.82
12644.0,"2011-08-02",4,1918.49
12645.0,"2011-11-06",8,3539.30
12646.0,"2011-12-05",2,1346.97
12647.0,"2011-11-17",36,16955.55
12648.0,"2011-07-08",4,1112.00
12649.0,"2011-08-24",8,2294.65
12650.0,"2011-12-06",1,314.44
12651.0,"2011-01-09",4,377.75
12652.0,"2011-01-12",2,1017.03
12653.0,"2011-07-14",3,4160.83
12654.0,"2011-11-29",5,601.98
12655.0,"2010-10-12",1,261.35
12656.0,"2011-11-22",8,6407.83
12657.0,"2011-11-28",4,1643.18
12658.0,"2011-11-21",1,686.05
12659.0,"2011-11-10",1,91.68
12660.0,"2011-11-28",1,245.10
12661.0,"2010-09-29",1,162.00
12662.0,"2011-12-09",20,6726.54
12663.0,"2010-03-25",2,239.40
12664.0,"2011-12-01",11,6070.04
12665.0,"2011-01-19",3,313.60
12666.0,"2010-11-10",1,1248.42
12667.0,"2011-10-12",1,620.13
12668.0,"2011-11-28",10,11383.03
12669.0,"2011-07-12",3,2744.03
12670.0,"2011-11-29",7,3760.29
12671.0,"2010-04-12",1,2622.48
12672.0,"2011-01-14",2,437.05
12673.0,"2011-12-04",3,1230.02
12674.0,"2011-11-01",4,1970.60
12675.0,"2010-06-04",2,957.25
12676.0,"2011-11-15",11,2843.09
12677.0,"2010-06-02",2,395.10
12678.0,"2011-10-28",21,34281.18
12679.0,"2011-10-12",4,1113.02
12680.0,"2011-12-09",4,880.81
12681.0,"2011-11-25",45,29834.76
12682.0,"2011-12-06",52,22950.22
12683.0,"2011-12-05",21,11633.70
12684.0,"2011-12-02",7,2283.63
12685.0,"2011-11-11",6,2863.08
12686.0,"2010-12-03",1,89.14
12687.0,"2010-08-16",2,2138.91
12688.0,"2011-08-18",1,4873.81
12689.0,"2011-11-14",2,1247.61
12690.0,"2011-05-18",1,389.01
12691.0,"2011-11-11",7,1170.40
12692.0,"2010-03-12",1,110.95
12693.0,"2011-08-04",7,1703.02
12694.0,"2011-09-30",3,1843.35
12695.0,"2011-12-02",7,1407.12
12696.0,"2010-10-01",2,851.91
12697.0,"2011-11-11",3,957.59
12698.0,"2010-04-28",1,339.75
12699.0,"2010-10-18",1,638.11
12700.0,"2011-12-02",4,4939.99
12701.0,"2011-09-21",6,2446.41
12702.0,"2011-11-20",1,219.00
12703.0,"2011-09-29",4,1006.53
12704.0,"2011-12-02",8,2340.84
12705.0,"2011-11-24",14,11762.10
12707.0,"2011-02-21",1,603.42
12708.0,"2011-11-10",18,5117.66
12709.0,"2011-11-24",34,30291.76
12710.0,"2011-09-04",3,1149.02
12711.0,"2010-04-07",2,1339.05
12712.0,"2011-11-11",21,6723.03
12713.0,"2011-12-09",1,848.55
12714.0,"2011-11-30",12,14093.71
12715.0,"2011-08-25",1,343.36
12716.0,"2011-12-06",2,1053.49
12717.0,"2011-07-11",3,1308.91
12718.0,"2011-09-29",1,238.25
12719.0,"2011-12-04",2,644.95
12720.0,"2011-12-07",30,7787.28
12721.0,"2011-11-08",8,4013.08
12722.0,"2011-09-15",4,997.63
12723.0,"2011-12-06",5,725.07
12724.0,"2011-12-04",7,2317.52
12725.0,"2010-12-03",4,2266.76
12726.0,"2011-11-11",11,4014.60
12727.0,"2011-11-29",10,5679.53
12728.0,"2011-09-29",5,1070.17
12729.0,"2011-08-18",1,453.01
12730.0,"2010-07-06",1,829.25
12731.0,"2011-11-16",17,25775.71
12732.0,"2011-06-13",1,236.26
12733.0,"2011-04-19",4,2424.87
12734.0,"2010-12-22",3,639.65
12735.0,"2011-01-28",2,779.57
12736.0,"2011-01-11",1,234.00
12737.0,"2010-07-29",2,3710.50
12738.0,"2010-12-02",1,155.35
12739.0,"2011-09-22",4,2726.73
12740.0,"2011-10-07",1,427.60
12741.0,"2010-06-28",2,406.07
12742.0,"2010-03-24",1,1201.52
12743.0,"2011-07-28",2,540.13
12744.0,"2011-10-19",11,25317.06
12745.0,"2010-08-10",3,925.41
12746.0,"2010-06-17",1,254.55
12747.0,"2011-12-07",26,8898.48
12748.0,"2011-12-09",336,53539.64
12749.0,"2011-12-06",9,6897.36
12750.0,"2011-08-03",1,275.88
12751.0,"2010-09-21",1,268.27
12752.0,"2011-09-19",1,4366.78
12753.0,"2011-11-17",6,21429.39
12754.0,"2011-04-18",3,3010.74
12755.0,"2011-03-04",11,5236.26
12756.0,"2011-09-14",1,112.08
12757.0,"2011-11-24",13,7834.65
12758.0,"2011-08-15",7,9903.24
12759.0,"2011-10-18",8,5020.74
12760.0,"2010-09-10",1,347.80
12761.0,"2010-09-08",2,782.95
12762.0,"2011-12-02",2,1898.52
12763.0,"2011-07-24",2,494.08
12764.0,"2011-01-27",1,1693.88
12765.0,"2010-08-24",6,1404.58
12766.0,"2011-12-06",9,8918.99
12767.0,"2010-11-29",1,949.82
12768.0,"2010-09-15",1,168.69
12769.0,"2011-04-15",1,1143.60
12770.0,"2011-05-13",2,3246.45
12771.0,"2010-08-11",1,282.30
12772.0,"2011-10-11",1,892.47
12773.0,"2010-05-24",1,124.25
12774.0,"2010-06-22",1,98.70
12775.0,"2011-11-22",7,1686.12
12776.0,"2010-02-10",1,55.50
12777.0,"2010-09-08",1,519.45
12778.0,"2011-11-20",9,1775.68
12779.0,"2011-11-02",14,6474.11
12780.0,"2010-04-20",1,337.40
12781.0,"2011-10-07",2,826.74
12782.0,"2011-12-05",11,4618.24
12783.0,"2011-12-07",6,2225.91
12784.0,"2011-11-30",3,1763.15
12785.0,"2010-12-10",3,1100.40
12786.0,"2010-04-09",1,728.50
12787.0,"2011-11-30",4,862.18
12788.0,"2010-09-02",4,444.90
12789.0,"2011-10-05",3,273.35
12790.0,"2011-05-31",2,591.85
12791.0,"2010-12-01",6,863.51
12792.0,"2011-03-28",2,827.01
12793.0,"2011-01-09",3,885.53
12794.0,"2011-10-17",2,860.41
12795.0,"2011-11-21",1,430.48
12796.0,"2010-03-21",1,381.00
12797.0,"2010-12-09",2,552.08
12798.0,"2011-11-29",4,8510.93
12799.0,"2010-06-28",1,219.35
12800.0,"2010-08-26",3,584.25
12801.0,"2010-07-27",1,1071.82
12802.0,"2011-06-06",7,2416.42
12803.0,"2010-11-11",1,1092.81
12804.0,"2010-08-31",2,325.37
12805.0,"2010-11-23",4,1434.95
12806.0,"2010-09-30",4,2878.96
12807.0,"2010-11-21",1,330.35
12808.0,"2011-11-03",5,776.70
12809.0,"2011-06-15",3,1755.94
12810.0,"2010-06-23",2,534.99
12811.0,"2011-03-24",5,1033.90
12812.0,"2011-10-26",1,229.64
12813.0,"2010-07-26",3,1687.80
12814.0,"2011-08-30",1,125.92
12815.0,"2011-07-15",2,1063.46
12816.0,"2011-09-05",2,572.20
12817.0,"2011-03-03",3,690.98
12818.0,"2011-03-23",1,1542.08
12819.0,"2010-09-07",1,540.52
12820.0,"2011-12-06",11,2689.52
12821.0,"2011-05-09",2,220.80
12822.0,"2011-09-30",2,948.88
12823.0,"2011-09-26",18,6501.50
12824.0,"2011-10-11",1,397.12
12825.0,"2010-07-06",2,518.63
12826.0,"2011-12-07",12,2800.75
12827.0,"2011-12-04",3,430.15
12828.0,"2011-12-07",6,1018.71
12829.0,"2011-01-07",3,385.30
12830.0,"2011-11-02",6,6814.64
12831.0,"2011-03-22",3,451.11
12832.0,"2011-11-07",2,383.03
12833.0,"2011-07-17",1,417.38
12834.0,"2011-03-02",1,312.38
12835.0,"2010-10-08",41,5996.83
12836.0,"2011-10-11",15,6559.73
12837.0,"2011-06-19",2,662.66
12838.0,"2011-11-06",10,2975.91
12839.0,"2011-12-07",26,9669.12
12840.0,"2011-07-19",7,4041.97
12841.0,"2011-12-05",40,6958.20
12842.0,"2011-09-30",4,1917.99
12843.0,"2011-10-05",30,6583.36
12844.0,"2011-11-10",4,648.60
12845.0,"2011-03-17",4,354.09
12846.0,"2010-01-26",1,15.58
12847.0,"2011-11-17",2,1609.00
12848.0,"2010-02-02",1,208.00
12849.0,"2011-11-08",6,3042.47
12850.0,"2010-09-20",1,330.00
12851.0,"2011-09-04",2,280.76
12852.0,"2011-02-18",1,311.55
12853.0,"2011-07-28",11,3907.50
12854.0,"2011-09-22",7,2970.97
12855.0,"2010-12-02",4,612.84
12856.0,"2011-12-02",6,2170.78
12857.0,"2011-05-13",6,3688.00
12858.0,"2010-11-21",1,147.27
12859.0,"2010-09-07",1,575.10
12860.0,"2010-01-15",1,54.22
12861.0,"2010-03-30",1,68.25
12862.0,"2010-10-10",2,984.62
12863.0,"2011-10-18",6,2792.55
12864.0,"2011-07-24",2,299.57
12865.0,"2011-11-13",4,3323.47
12866.0,"2011-03-01",3,1227.35
12867.0,"2011-11-13",13,7829.26
12868.0,"2011-06-07",8,2043.76
12869.0,"2010-01-27",1,337.67
12870.0,"2010-11-29",3,1676.95
12871.0,"2011-09-16",3,744.02
12872.0,"2011-01-17",12,3283.96
12873.0,"2011-03-02",3,2027.30
12874.0,"2010-11-19",2,948.42
12875.0,"2011-07-19",5,1356.99
12876.0,"2011-10-13",4,4081.79
12877.0,"2011-12-06",20,2942.14
12878.0,"2011-04-17",2,854.99
12879.0,"2011-10-26",3,573.22
12880.0,"2010-11-23",2,640.13
12881.0,"2011-03-09",1,298.00
12882.0,"2011-11-30",2,1463.04
12883.0,"2011-11-15",4,703.47
12884.0,"2011-09-12",1,309.05
12885.0,"2011-10-07",3,1175.22
12886.0,"2011-10-03",2,1378.40
12887.0,"2010-11-21",1,222.40
12888.0,"2011-05-09",2,354.12
12889.0,"2010-11-23",4,385.46
12890.0,"2011-11-15",2,706.02
12891.0,"2011-06-07",11,840.50
12892.0,"2010-11-08",1,263.38
12893.0,"2011-11-09",1,176.55
12894.0,"2010-05-13",1,157.35
12895.0,"2011-10-28",2,372.80
12897.0,"2011-05-19",4,514.25
12898.0,"2010-09-02",2,296.21
12899.0,"2010-10-22",1,366.40
12900.0,"2010-10-13",1,340.33
12901.0,"2011-12-01",28,17654.54
12902.0,"2011-03-20",1,138.68
12903.0,"2010-10-07",1,833.53
12904.0,"2011-11-21",2,496.06
12905.0,"2010-05-12",2,1018.42
12906.0,"2011-11-28",5,2919.81
12907.0,"2010-11-09",2,508.91
12908.0,"2011-06-16",5,1776.00
12909.0,"2011-10-31",8,3103.19
12910.0,"2011-11-16",13,5796.52
12911.0,"2010-06-06",1,1651.72
12912.0,"2011-12-07",5,1662.30
12913.0,"2011-12-05",13,6283.24
12914.0,"2010-11-04",1,223.98
12915.0,"2011-07-14",4,975.10
12916.0,"2011-07-24",7,4479.73
12917.0,"2011-08-03",6,4359.20
12918.0,"2010-03-23",1,10953.50
12919.0,"2011-12-01",6,1335.19
12920.0,"2011-11-22",4,486.64
12921.0,"2011-11-30",74,35233.24
12922.0,"2011-07-01",1,405.38
12923.0,"2011-10-06",3,770.42
12924.0,"2011-09-12",12,2469.40
12925.0,"2011-12-05",3,729.33
12926.0,"2010-10-24",4,1523.97
12927.0,"2010-11-10",1,197.31
12928.0,"2011-11-04",12,4304.89
12929.0,"2011-02-01",1,117.85
12930.0,"2011-09-22",2,415.80
12931.0,"2011-11-18",57,92347.34
12932.0,"2010-06-18",8,1698.56
12933.0,"2011-11-15",8,1636.63
12934.0,"2009-12-03",1,181.65
12935.0,"2011-12-07",15,4243.86
12936.0,"2011-11-22",4,1063.90
12937.0,"2011-11-24",9,3097.61
12938.0,"2011-11-14",1,114.14
12939.0,"2011-10-06",20,25264.80
12940.0,"2011-10-16",2,899.69
12941.0,"2009-12-15",1,377.49
12942.0,"2011-07-31",3,675.60
12943.0,"2010-05-30",2,496.50
12944.0,"2011-11-04",2,604.51
12945.0,"2011-02-24",2,900.11
12946.0,"2010-09-29",1,324.45
12947.0,"2011-07-19",6,1603.99
12948.0,"2011-11-23",9,2317.43
12949.0,"2011-11-09",22,15526.70
12950.0,"2011-12-07",3,1843.00
12951.0,"2011-12-01",15,3213.72
12952.0,"2011-12-04",4,1387.79
12953.0,"2011-11-30",2,828.81
12954.0,"2010-03-11",1,162.45
12955.0,"2011-12-08",11,4757.16
12956.0,"2011-02-06",4,521.89
12957.0,"2011-11-30",13,8706.97
12958.0,"2010-11-04",2,467.34
12959.0,"2010-08-12",1,150.95
12960.0,"2010-10-22",4,1322.07
12961.0,"2010-11-25",1,211.99
12962.0,"2011-12-02",2,266.39
12963.0,"2011-12-01",12,3235.79
12964.0,"2010-09-28",1,132.24
12965.0,"2011-09-11",1,769.81
12966.0,"2011-11-30",1,160.18
12967.0,"2010-12-16",3,2938.52
12968.0,"2011-08-19",1,135.95
12969.0,"2010-04-16",1,122.45
12970.0,"2011-12-02",10,1453.60
12971.0,"2011-12-06",116,15704.60
12972.0,"2010-10-22",4,1161.20
12973.0,"2010-10-22",1,385.55
12974.0,"2011-05-26",2,408.95
12975.0,"2010-09-29",6,2100.09
12976.0,"2011-05-12",8,3156.38
12977.0,"2011-07-06",4,513.88
12978.0,"2010-11-19",5,2502.82
12979.0,"2009-12-10",1,517.70
12980.0,"2011-07-05",21,16245.78
12981.0,"2011-11-10",2,372.22
12982.0,"2011-04-11",8,2744.81
12983.0,"2010-04-20",1,490.08
12984.0,"2011-11-21",1,97.50
12985.0,"2011-12-09",2,1239.38
12986.0,"2010-10-07",10,2729.84
12987.0,"2011-09-27",5,1312.21
12988.0,"2011-02-20",1,505.82
12989.0,"2011-12-06",33,13551.75
12990.0,"2011-11-08",7,955.50
12991.0,"2011-11-16",3,764.82
12992.0,"2009-12-14",1,93.35
12993.0,"2011-11-16",8,1259.63
12994.0,"2011-12-05",3,974.42
12995.0,"2011-09-15",1,211.32
12996.0,"2010-11-29",1,355.50
12997.0,"2011-11-17",8,2110.91
12998.0,"2010-08-04",3,920.08
12999.0,"2011-05-27",3,455.88
13000.0,"2011-08-25",4,1032.50
13001.0,"2011-12-05",33,24042.65
13002.0,"2011-01-25",3,414.13
13003.0,"2011-08-26",3,149.05
13004.0,"2011-11-28",36,11650.85
13005.0,"2011-06-19",4,999.68
13006.0,"2011-10-14",1,81.57
13007.0,"2010-05-09",1,175.25
13008.0,"2011-01-20",3,612.13
13009.0,"2010-02-05",1,234.00
13010.0,"2010-11-30",2,330.12
13011.0,"2010-12-02",1,50.55
13012.0,"2011-11-30",11,2957.83
13013.0,"2011-12-08",29,11097.43
13014.0,"2011-11-29",11,5381.08
13015.0,"2011-10-17",11,6579.78
13016.0,"2011-09-27",3,789.89
13017.0,"2011-12-02",1,204.00
13018.0,"2011-11-23",35,9763.16
13019.0,"2010-11-25",6,1229.95
13020.0,"2010-05-26",2,618.96
13021.0,"2011-12-05",17,4887.24
13022.0,"2010-10-06",1,65.30
13023.0,"2011-10-06",3,1449.03
13024.0,"2010-08-26",2,555.87
13025.0,"2009-12-08",1,323.39
13026.0,"2011-12-08",9,1733.08
13027.0,"2011-08-18",19,17239.20
13028.0,"2011-11-17",2,661.32
13029.0,"2011-11-09",5,1927.30
13030.0,"2011-11-28",2,752.44
13031.0,"2010-10-28",5,3292.84
13032.0,"2011-10-18",9,2815.96
13033.0,"2010-12-17",2,220.55
13034.0,"2011-10-16",3,756.82
13035.0,"2011-09-27",3,1364.20
13036.0,"2010-01-24",1,307.10
13037.0,"2011-07-24",12,3914.95
13038.0,"2011-09-20",3,908.46
13039.0,"2010-05-04",4,1010.73
13040.0,"2011-12-01",2,676.99
13041.0,"2010-09-15",4,799.13
13042.0,"2010-04-20",3,1488.59
13043.0,"2011-03-11",1,516.42
13044.0,"2011-02-21",11,4848.05
13045.0,"2011-09-01",3,808.92
13046.0,"2011-11-09",3,949.25
13047.0,"2011-11-08",24,8428.53
13048.0,"2011-11-25",9,4049.13
13049.0,"2011-10-06",4,1408.24
13050.0,"2011-11-25",35,11986.52
13051.0,"2010-05-10",2,155.80
13052.0,"2011-05-11",7,3119.33
13053.0,"2010-03-28",1,127.65
13055.0,"2011-09-22",4,2321.11
13056.0,"2010-06-06",1,209.48
13057.0,"2010-06-27",3,709.59
13058.0,"2011-11-15",3,271.40
13059.0,"2011-04-04",10,2291.77
13060.0,"2011-03-31",1,307.53
13061.0,"2011-09-28",1,248.61
13062.0,"2011-06-01",1,346.98
13063.0,"2010-08-16",1,188.40
